C121553	WPS Office	WPS Office:崭新界面设计全面开启，操作得到更大幅度的提高和优化  最佳安卓办公软件，个人版永久免费，体积小、速度快；独有手机阅读模式，字体清晰翻页流畅；完美支持微软Office、PDF等23种文档格式；文档漫游功能，让你离开电脑一样办公。  用户多：全球用户 500,000,000！ 口碑好：Google Play 超过490,000五星评	C37127:PDF阅读器 …,C5373:支付宝,C10191116:图片合成器,C10047107:滴滴出行,C10129690:听歌学英语,C10159654:更换字体管家(…,C6981:1药网,C20252:京东,C183901:WiFi信号增强…,C10113430:CAD快速看图,C121553:WPS Office,C10096044:金山WPS Of…,C381:网易有道词典-…,C5458:驾考宝典-驾校…,C6468:金山词霸,C10113015:作业帮,C10082485:名片全能王,C10068705:扫描全能王,C10208807:驾校一点通,C10191382:小猿搜题,
C10049053	华为商城	【华为商城客户端 我的掌上抢购神器】 不管您是在路上、开会、上课还是家里沙发上，都能第一时间预约抢购华为、荣耀新品。HUAWEI MATE 8、华为畅享5S、荣耀畅玩5X、荣耀7i、华为P8、荣耀7等众多热门新品一网打尽，先人一步！立即下载客户端，开始选购吧！ 【功能概览】 新版首页：全新首页，更多精彩！ 抢购神器：第一时间预约抢购华	C20252:京东,C5373:支付宝,C5683:微信,C34075:手机淘宝,C2217:我查查,C2060:导航犬,C57804:天猫,C3466:酷狗音乐,C10047107:滴滴出行,C183901:WiFi信号增强…,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C3382	百度地图	【基本功能介绍】 用百度地图，快速定位你的位置，探索周边美食娱乐。 不但可以找位置，还能帮你“到这去”，公交、驾车、步行三种出行方式任你选择，还有蚯蚓路线、免费语音导航、时间胶囊让你出行无忧。 丰富的贴心功能，帮你玩转地图。离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端贯通，永不丢失。 【温馨提示】 Andr	C20252:京东,C34075:手机淘宝,C183440:签证侠香香,C10179513:单机斗地主,C39289:手机通信Whats…,C5683:微信,C5341:网易公开课,C174391:百度云,C183901:WiFi信号增强…,C2682:搜狗输入法,C3382:百度地图,C20911: 高德地图 ,C5157:携程旅行,C262:去哪儿旅行,C5745:天翼导航,C3403:高德导航,C39196:艺龙旅行,C10067576:116114,C10027946:快的打车,C12192:同程旅游,
C10207207	华为云服务	【软件介绍】 华为云服务集合个人数据同步、云相册、手机找回等多种基础云功能，旨在为消费者提供易用、快捷、智能、安全的一站式个人数据管理服务。  【功能特色】 1.联系人自动同步，手机和云端始终保持一致，换机也不会丢失联系人。 2.支持多种联系人数据整理方式：本地覆盖云端、云端覆盖本地、智能合并，满足各种场景需要。 3.短信	C20252:京东,C183901:WiFi信号增强…,C174391:百度云,C23707:违章查询,C10067631:华为手机服务,C21976:UC浏览器,C2682:搜狗输入法,C6337:百度输入法,C2217:我查查,C10159654:更换字体管家(…,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10055832	华为文件管理(含网盘)	华为文件管理(含网盘):【软件介绍】  【华为文件管理】是华为公司为用户精心打造的一款好用、易用的资源管理共享类应用软件。体贴的分类让您可以快速找到图片、音频、文档、视频、压缩包等文件，不再纠结于N级的文件目录。 【华为文件管理】支持中文、英文、法语、西班牙语、俄语、日语、韩语等42国语言，适配华为手机安卓系统4.0及以上。  【功能特色】  1.支持	C54626:铃声多多,C10114178:流量宝,C174391:百度云,C183901:WiFi信号增强…,C21976:UC浏览器,C10047107:滴滴出行,C10100910:清理精灵,C10057661:Google Play…,C66323:华为备份,C10159654:更换字体管家(…,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10060708	华为支付	该应用为华为钱包支付服务插件，无桌面图标，如需进行花币充值、银行卡管理、查询账单及体验其他钱包功能，请搜索“华为钱包”安装体验。华为支付内包含零钱、花币、信用卡、借记卡、支付宝、手机充值卡等多种支付方式，使用华为账号登录，更可体验一键支付的方便快捷。	C20252:京东,C10174759:消灭糖果贺岁版,C183901:WiFi信号增强…,C10113531:保卫萝卜2,C10249215:超级玛丽酷跑,C10075868:地铁跑酷,C54626:铃声多多,C10057661:Google Play…,C174391:百度云,C10114178:流量宝,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C20679	QQ浏览器	产品特色： QQ浏览器安全、极速、省流量。 全新Blink内核，速度全面提升，带给您极速、流畅、稳定的上网体验； 集成腾讯安全管家安全检测，为网页浏览和购物支付、文件下载保驾护航。 全方位替您节省流量，妈妈再也不用担心你的流量账单了！  【游戏畅快玩】 游戏全：聚合全网火爆的游戏，独家预约首发精品游戏 种类多：	C10067631:华为手机服务,C191:手机电视,C10114178:流量宝,C21976:UC浏览器,C10180621:最美锁屏,C10207207:华为云服务,C10144600:天翼用户中心,C183901:WiFi信号增强…,C10168550:亲情关怀,C10059351:手机营业厅,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C2002	爱奇艺	爱奇艺全网独播：奔跑吧兄弟3!  【最新推荐】 《跑男3》全网独播：跑男团上演人车赛跑； 《芈月传奇》独播：跨越千年的爱恋史诗； 《废柴兄弟》独播：宋小宝教你玩微信； 《秦时明月》热播：救月失败少司命陨落； 《偶滴歌神啊第2季》：谢娜赞中国好闺蜜；  独播：奔跑吧兄弟3 废柴兄弟3 芈月传奇 偶滴歌神2 	C183901:WiFi信号增强…,C20252:京东,C52577:爱奇艺PPS,C43719:迅雷,C185099:个性彩铃,C191:手机电视,C10159654:更换字体管家(…,C6280:开迅视频,C10047107:滴滴出行,C39289:手机通信Whats…,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C7166	微博	随时随地发现新鲜事！微博带你欣赏世界上每一个精彩瞬间，了解每一个幕后故事。分享你想表达的，让全世界都能听到你的心声。 在微博： -你能看到最新，最全面的资讯内容。无论是官方发布的新闻还是草根爆料的八卦。 -第一时间了解关注人的最新动态，无论是体育、电影、财经、还是吃喝玩乐。 -想说点啥？发送文字、照片、视频，随心所欲地创作，轻松自在地	C20252:京东,C34075:手机淘宝,C183901:WiFi信号增强…,C37161:YY,C5373:支付宝,C2217:我查查,C5683:微信,C2682:搜狗输入法,C55726:明星同款-一闪…,C9319:QQ,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10154337:易信,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,
C5373	支付宝	双旦红包送不停！  支付宝9.0是支付宝十一年来最大的一次蜕变，除了继续内置风靡全国的“余额宝”，还信用卡、转账、充话费、缴水电煤全部免费，新支付宝还提供了以你为中心的餐饮、生活服务、理财保险、场景关系等一系列全新服务 。在这里你可以享受消费打折、为家人建立亲情账户，跟好友建群互动......这将是一个3.5亿实名用户共同生活其中的一站式生活平台	C20252:京东,C34075:手机淘宝,C3382:百度地图,C10047107:滴滴出行,C174391:百度云,C55726:明星同款-一闪…,C2217:我查查,C10099655:铁路12306,C183901:WiFi信号增强…,C20911: 高德地图 ,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C5683	微信	1.可以发语音、文字消息、表情、图片、视频30M流量可以收发上千条语音，省电省流量 2.朋友圈，跟朋友们分享生活点滴 3.摇一摇、查看附近的人，世界不再有陌生人 4.扫一扫，可以扫商品条码、图书封面、CD封面，甚至扫描英文单词来翻译成中文 5.公众帐号，用微信关注明星、看新闻、设提醒 6.游戏中心，和朋友们一起玩游戏 7.	C183901:WiFi信号增强…,C20252:京东,C9319:QQ,C3466:酷狗音乐,C34075:手机淘宝,C5373:支付宝,C10191116:图片合成器,C40224:相片组合 Phot…,C3382:百度地图,C10017070:高铁管家,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10154337:易信,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,
C9319	QQ	QQ手机版，致力于打造欢乐无限的沟通、娱乐与生活体验——乐在沟通15年，聊天欢乐8亿人！ 【全新视觉，灵动呈现】 - 全新界面：化繁为简的架构，更加轻便自如，冰川蓝主题带来灵动清爽的视觉体验。 - 语音通话：支持2人语音通话、3人语音通话、一群人语音通话都高清流畅，快拉上小伙伴体验下，想聊多久聊多久哦！ - 视频聊天：可轻松开启视频通	C20252:京东,C5683:微信,C34075:手机淘宝,C5373:支付宝,C2217:我查查,C3466:酷狗音乐,C41529:万年历,C183901:WiFi信号增强…,C2682:搜狗输入法,C10220136:QQ音乐,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10154337:易信,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,
C27162	华为应用市场	新版本特性： 1、分类页面改版，操作更便捷； 2、我的页面改版，美观又方便； 3、通知栏消息优化，多条合并成一条； 4、签到花瓣手动领取了，自2015-12-15日起，每天需在新版本的赚花瓣页面领取，届时旧版本将无法获取签到花瓣，请及时更新到新版本。   华为应用市场 --放心下，畅快玩！ 1、提供新鲜、	C20252:京东,C183901:WiFi信号增强…,C10047107:滴滴出行,C54626:铃声多多,C9319:QQ,C10114178:流量宝,C32569:优酷,C77434:违章查询助手,C2217:我查查,C37161:YY,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10021449	音乐	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。  亮点介绍 【清新界面】沉浸式界面，播放界面随音乐色彩变幻； 【丰富内容】全面升级曲库，畅享随心音乐体验； 【桌面歌词】新增桌面歌词，支持字体、颜色调整； 【听歌识曲】一键搜索，好音乐不	C3466:酷狗音乐,C10220136:QQ音乐,C10191116:图片合成器,C5683:微信,C174391:百度云,C9319:QQ,C5373:支付宝,C39289:手机通信Whats…,C54626:铃声多多,C37161:YY,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C31975	墨迹天气	墨迹天气，只做最懂你的天气。 湖南卫视《天天向上》节目组强烈推荐，下载量稳居第一的天气软件。 全球3.5亿用户的选择，只因墨迹带给你最棒的使用体验。 【软件特性】 1. 数据覆盖全面：天气预报数据覆盖全国及海外35万城市和地区 ； 2. 提供空气质量指数：空气质量指数实时数据和全国空气质量排行应有尽有，数据量稳居同类软件榜首，关注天气	C20252:京东,C183901:WiFi信号增强…,C41529:万年历,C23707:违章查询,C2217:我查查,C10193357:微医,C10017070:高铁管家,C5341:网易公开课,C10154635:美拍,C10191116:图片合成器,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C57804	天猫	天猫APP，每次版本升级均好评如潮, 可能是中国最好的购物应用。 现在下载，新用户还送新人礼包。  天猫APP是手机上的天猫（tmall.com），属于阿里巴巴集团旗下。 这里是品牌最全的购物网站， 有标准最严格的商家和商品管理制度， 在天猫APP，你会和千万个品牌好店相遇，买到性价比最高的正品，并享受到最好的客户服务。<	C20252:京东,C34075:手机淘宝,C5373:支付宝,C10099655:铁路12306,C54626:铃声多多,C183901:WiFi信号增强…,C10196888:二维码扫描,C10026044:58同城,C5683:微信,C2217:我查查,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C9136	唯品会	2016新年时尚盛典， 500+时尚大牌1折起，满398减80 上不封顶，千万红包即领即用，1月7日晚8准时开抢。  唯品会，一家专门做特卖的网站，正品大牌一折起，新用户专享全场包邮。数千名专业买手精选品牌商品，提供1折起的深度折扣，有了唯品会，从此再也不用担心买不起正品大牌啦！  1、深度折扣 限时特卖 品类齐全  每天早10点&晚	C10015746:聚划算,C57804:天猫,C10114178:流量宝,C34075:手机淘宝,C20252:京东,C10047107:滴滴出行,C48193:聚美优品,C5373:支付宝,C10196888:二维码扫描,C5165:1号店,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C10162466	爱看4G视频	爱看4G视频，唯一一款无广告视频的客户端，最新大片、影视抢先看！ 【近期爆点】 《奔跑吧兄弟3》Running升级，逗比依旧。看邓超、Angelababy、鹿晗一群人继续开跑！ 《夏洛特烦恼》年度最佳喜剧。沈腾、马丽爆笑出演 《少帅》文章出演张学良怒战沙场，一切拼演技。文章、李雪健、宋佳领衔主演 《芈月传》太后孙俪出马，甄嬛也弱	C10220136:QQ音乐,C37161:YY,C43719:迅雷,C3466:酷狗音乐,C10159654:更换字体管家(…,C41293:WTV影视大全,C10180621:最美锁屏,C32569:优酷,C10162448:爱听4G,C183901:WiFi信号增强…,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C20252	京东	【掌上京东 实惠轻松 2亿用户购物首选客户端】 1、新人特权：客户端新人首单满79元送79元大礼包 2、专享特权：每天多款客户端专享价商品 3、闪电到货：京东自营商品211限时达   【真实用户评价】 京东商城网购评价相对比较好。货真价实，物流也比较快，客服人员比较热情，最重要就是活动多。京东商城值得信赖——by“mC烟味	C10047107:滴滴出行,C57804:天猫,C6015363:肯德基,C34075:手机淘宝,C2217:我查查,C5373:支付宝,C6981:1药网,C77434:违章查询助手,C10191116:图片合成器,C10196888:二维码扫描,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C6023	美图秀秀	美图秀秀:50余款全新电影风系列特效登场！重曝叠影效果提升照片质感！ ***最受欢迎的图像处理软件 ***全球超过5亿用户正在使用！安卓手机装机必备  ===== 产品功能 =====   【人像美容】 •智能美容：美肌、亮眼、脸型优化一键搞定；   •磨皮美白：一键磨皮+美白，还可以调整肤色哦；   •祛斑祛痘：轻轻一	C20252:京东,C183901:WiFi信号增强…,C40224:相片组合 Phot…,C10191116:图片合成器,C10170824:海报工厂,C10154635:美拍,C185099:个性彩铃,C50202:美图贴贴,C7107553:B612小王子自…,C6056298:VSCO,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:Camera360,C10126676:天天P图,C303:百度魔图,C10159988:in,C19520:美人相机,C181436:小影,
C10047107	滴滴出行	滴滴出行:【超过1亿用户的选择】 每天为全国超过1亿的用户提供便捷的召车服务 12年刚诞生的滴滴就已成为最受欢迎的城市出行应用，到14年更是获得全球最具影响力O2O应用，年度十佳App的殊荣！ 【出行需求很多样，我们来满足您】 『滴滴出租车』随时一键叫车，出租车师傅会在您需要的地方，出现并微笑 『滴滴专车』睡个安心觉，喝个矿泉水，紧急充个	C10027946:快的打车,C10210612:嘀嗒拼车,C20252:京东,C5373:支付宝,C183901:WiFi信号增强…,C2217:我查查,C174391:百度云,C10099655:铁路12306,C107870:e代驾,C10057661:Google Play…,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C59116	酷音铃声	酷音铃声:●2016年最热议网剧《太子妃升职记》铃声火热来袭，铃声库紧跟潮流，轻松设铃方便快捷！ ● 来电秀全新上线，上百种动态美图、DIY定制照片，均可一键设置来电秀，让你的手机来电更炫酷！ ● 酷音金币可以换豪礼啦！全新上线金币商城，耳机、充电宝、自拍杆等上百种好礼换不停。 ● 300万高品质热铃，首首经典，全新升级致力做全网最全最热最新资源库！	C54626:铃声多多,C10166624:彩铃多多,C10220136:QQ音乐,C10057147:微乐动态壁纸,C10202709:声控锁屏,C10142996:壁纸多多,C41529:万年历,C183901:WiFi信号增强…,C10191116:图片合成器,C10047107:滴滴出行,C54626:铃声多多,C59116:酷音铃声,C10068656:手机云桌面,C188494: 魔秀桌面,C60861:91桌面,C10128203:纹字锁屏,C10205973:微锁屏,C10142996:壁纸多多,C10277487:酷划,C10026632:天天锁屏,
C54626	铃声多多	铃声多多:装机必备，排名第1，手机铃声大全！ 中国移动，中国电信，中国联通三大运营商音乐基地战略合作产品！ 百万免费铃声，轻松一键设置！铃声，彩铃，短信，闹铃全都搞定。 1.最热，最新，分享，地域，彩铃榜单，第一时间获取你最想要的铃声。 2.铃声分类多多：流行金曲，影视热曲，动漫游戏，短信闹铃，DJ舞曲，搞笑另类，网络神曲，网友上传等，曲库最全	C59116:酷音铃声,C10180621:最美锁屏,C10159654:更换字体管家(…,C183901:WiFi信号增强…,C2217:我查查,C10191116:图片合成器,C188494: 魔秀桌面,C10157353:锁屏精灵,C41529:万年历,C10220136:QQ音乐,C54626:铃声多多,C59116:酷音铃声,C10068656:手机云桌面,C188494: 魔秀桌面,C60861:91桌面,C10128203:纹字锁屏,C10205973:微锁屏,C10142996:壁纸多多,C10277487:酷划,C10026632:天天锁屏,
C10220136	QQ音乐	QQ音乐:曲库最全，告别缺歌烦恼！ 【全国最大的正版高品质乐库】：收录百万量级的正版高品质音乐，让你畅享听觉盛宴。 【多终端云同步，让音乐无处不在】：只需一个帐号，即可实现多终端（电脑、手机、pad、音响）音乐云同步，让你随时随地畅享个人音乐。 【智能推荐帮你轻松发现音乐】：提供猜你喜欢、独家首发、歌单广场、排行榜等多种推荐方式，让你更轻松地发现喜欢	C10047107:滴滴出行,C20252:京东,C5683:微信,C3466:酷狗音乐,C34075:手机淘宝,C174391:百度云,C183901:WiFi信号增强…,C39289:手机通信Whats…,C185099:个性彩铃,C2002:爱奇艺,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
